인증구분,인증번호,인증제품명,업체명,사업자등록번호,대표자,인증일자,만료일자
GS,24-0398,센트릭스 v1.0SentriX v1.0,㈜가이온,2048602491,,2024-08-08,9999-12-31
GS,24-0396,마이디 데이터 거래 에스디케이 버전 1.0my:D Data Market SDK v1.0,주식회사 에스앤피랩,8898701698,,2024-08-08,9999-12-31
GS,24-0397,에스퍼 v1.0ESPER v1.0,㈜펀진,1298198478,,2024-08-08,9999-12-31
GS,24-0394,한컴 한셀 소프트웨어 개발 키트(SDK) 브리티향(向) 버전1.0Hancom Hcell SDK for Brity V1.0,㈜한글과컴퓨터,1078152230,,2024-08-08,9999-12-31
GS,24-0388,네러스-프로 v1.1.3NETUS-Pro v1.1.3,이화트론 주식회사,1198664898,,2024-08-08,9999-12-31
GS,24-0389,링크미마인에스이 1.0LinkMeMineSE 1.0,㈜ 코이노,3148133490,,2024-08-08,9999-12-31
GS,24-0392,에이치이티_브이씨유 컨트롤 시스템 v2.0 HET_VCU CONTROL SYSTEM v2.0 ,현대이텔레콤㈜,4968802041,,2024-08-08,9999-12-31
GS,24-0391,한테크 SII 기반 AI 모빌리티 주차관리 시스템 버전 1.0 (SII : 공간 정보 식별)HANTECH AI Mobility Parking Management System with SII Version 1.0 (SII : Spatial Information Identification),한테크,4420601700,,2024-08-08,9999-12-31
GS,24-0385,디오 솔루션 2.0DO SOLUTION 2.0,㈜로이드케이,1208767951,,2024-08-05,9999-12-31
GS,24-0379,GraphOn v1.0GraphOn v1.0,㈜그래파이,3418602655,,2024-08-05,9999-12-31
GS,24-0381,전기차 충전 키오스크 v1.0EV Charger Kiosk v1.0,㈜에버온,1058779517,,2024-08-05,9999-12-31
GS,24-0380,스마트이씨엠 v1.0SmartECM v1.0,㈜ 위앤아이티,1078631531,,2024-08-05,9999-12-31
GS,24-0384,지올리틱 v1.0.0GeoLytic v1.0.0,㈜명지정보기술,4038163009,,2024-08-05,9999-12-31
GS,24-0386,프로브이서치 v1.0ProVSearch v1.0,주식회사 프로텐,3308800608,,2024-08-05,9999-12-31
GS,24-0383,바스앤뱀스 v1.0BAS-BEMS v1.0,㈜비엘아이앤씨,7708700599,,2024-08-05,9999-12-31
GS,24-0382,네오톡 v1.0NEOTALK v1.0,네오프랜드㈜,1068613409,,2024-08-05,9999-12-31
GS,24-0367,블루버드 v1.0VlueBird v1.0,㈜이진씨엔에스,6178184942,,2024-07-29,9999-12-31
GS,24-0375,공대리 V1.1.7GONGDAERI V1.1.7,주식회사 아이호미,7618102285,,2024-07-29,9999-12-31
GS,24-0376,JBMS-geoCRP v2.0,주식회사 제이비티,1298181171,,2024-07-29,9999-12-31
GS,24-0377,토마토솔루션 ver1.5TOMATO Solution ver1.5,㈜리테일앤인사이트,5288701416,,2024-07-29,9999-12-31
GS,24-0372,Atles v1.0Atles v1.0,주식회사 아프로시스템즈,2338108969,,2024-07-29,9999-12-31
GS,24-0370,특허 논문 빅데이터 분석 솔루션 v4.5InnoPatent Analytics v4.5,주식회사 아무르,6328102518,,2024-07-29,9999-12-31
GS,24-0378,네트워크 블랙박스 v4.0Network Blackbox v4.0,주식회사 쿼드마이너,6088800869,,2024-07-29,9999-12-31
GS,24-0371,오픈닥스 v1.0Open Docs v1.0,㈜오픈드래프트,2098149083,,2024-07-29,9999-12-31
GS,24-0368,오큘러스 v1.0Oculus v1.0,㈜트라피스,1998602603,,2024-07-29,9999-12-31
GS,24-0374,스마트 유류고 v2.0Smart POL v2.0,아이오텔스 주식회사,5018127286,,2024-07-29,9999-12-31
GS,24-0369,우진 더블유 맵 V4.0,,,,,
GS,24-0373,시큐어가드 피엠 V8.2SecureGuard PM V8.2,에스지앤 주식회사,1198620755,,2024-07-29,9999-12-31
GS,24-0360,어도비 섭스턴스 3D 컬렉션 R9Adobe Substance 3D Collection R9,주식회사 에쓰피케이,3248701323,,2024-07-25,9999-12-31
GS,24-0358,유오딧 버전 2.0U-Audit v2.0,주식회사 유엔파인,1198635919,,2024-07-25,9999-12-31
GS,24-0362,어도비 프리미어 프로 CC R24Adobe Premiere Pro CC R24,주식회사 에쓰피케이,3248701323,,2024-07-25,9999-12-31
GS,24-0361,크리에이티브 클라우드 R6Creative Cloud R6,주식회사 에쓰피케이,3248701323,,2024-07-25,9999-12-31
GS,24-0357,다큐플레이스 이씨엠 v1.0DocuPlace ECM v1.0,주식회사 인피니솔루션,4528801571,,2024-07-25,9999-12-31
GS,24-0356,건물에너지관리시스템 V2.0neoBEMS V2.0,주식회사 네오지에스,4648800935,,2024-07-25,9999-12-31
GS,24-0363,Neobox 3.0Neobox 3.0,㈜엑스엔(XN)시스템즈,2158675295,,2024-07-25,9999-12-31
GS,24-0365,실시간 혼잡도 모니터링 솔루션 v1.0Real-time congestion monitoring solutions v1.0,㈜디에프알씨,3198801032,,2024-07-25,9999-12-31
GS,24-0366,보임 v1.0BOIM v1.0,㈜씨엔알리서치,8298701755,,2024-07-25,9999-12-31
GS,24-0359,페이스락커 V5.0FaceLocker V5.0,주식회사피앤피시큐어,1078644093,,2024-07-25,9999-12-31
GS,22-0025,Orange GRE v1.0,(주)에스티로직,2648125467,이경윤 ,2024-07-25,9999-12-31
GS,22-0024,Orange WEB GIS Light(K-GIS) V2.0,(주)에스티로직,2648125467,이경윤 ,2024-07-25,9999-12-31
GS,24-0364,큐브원 V3.0Cubeone V3.0 ,㈜이글로벌시스템,1148639394,,2024-07-25,9999-12-31
GS,24-0066,폴리토닉 V1.0,주식회사 칠로엔,1108801963,조성인,2024-07-24,9999-12-31
GS,24-0063,BYDA SICS v1.0,주식회사 바이다 (Byda Co.  Ltd.,5768600229,김병성,2024-07-24,9999-12-31
GS,24-0064,C-Spider v1.0.0,주식회사 코드라인,4398700761,김찬우,2024-07-24,9999-12-31
GS,24-0065,XROMEDA V1.0,(주)올림플래닛,1208824298,권재현,2024-07-24,9999-12-31
GS,24-0062,스마트 통합방송시스템(SAMRT-CM V1.5),세인트로그 주식회사,8018600805,김세연,2024-07-22,9999-12-31
GS,24-0061,명도예측기반 노출제어형 차량판독시스템 v6.0 -  BPEL v6.0 ,(주) 엘리소프트,5028181890,김경록,2024-07-22,9999-12-31
GS,24-0348,데이터메이커 시냅스 v1.2datamaker synapse v1.2,주식회사 데이터메이커,5688101159,,2024-07-22,9999-12-31
GS,24-0347,모두싸인 v2.0MODUSIGN v2.0,주식회사 모두싸인,3568700243,,2024-07-22,9999-12-31
GS,24-0349,이링크 v4eLink v4,주식회사 이액티브,1048165089,,2024-07-22,9999-12-31
GS,24-0353,보행자 도로안전 시스템 v1.0ULEYE-RS v1.0,㈜서광시스템,1278171963,,2024-07-22,9999-12-31
GS,24-0352,레터 웍스 v2.8.5LETR WORKS v2.8.5,㈜트위그팜,5568100254,,2024-07-22,9999-12-31
GS,24-0351,시드브이디아이 v4.0SeedVDI v4.0,디포커스㈜,1098170175,,2024-07-22,9999-12-31
GS,24-0350,자동안내시스템 v3.0.1SKY-IVR v3.0.1,㈜ 스카이컴,1298167960,,2024-07-22,9999-12-31
GS,24-0346,영상 기반 실시간 하천 자동유량계측 프로그램 v2.0.0IRDM(Image based Real-time automatic river Discharge Measurement program) v2.0.0,주식회사 하이드로셈,1518701104,,2024-07-22,9999-12-31
GS,24-0345,디엑스레저 빌더 v1.0.0DX Ledger Builder v1.0.0,디엑스웍스㈜,3238802011,,2024-07-22,9999-12-31
GS,24-0354,루카 워크스페이스 v1.0LUCA Workspace v1.0,주식회사 쟁반,7178603017,,2024-07-22,9999-12-31
GS,24-0355,아이다스 버전 1.1i-DAS v1.1,주식회사 아이플랜비즈,2148893687,,2024-07-22,9999-12-31
GS,24-0339,세이퍼존 안티랜섬웨어 V10SaferZone AntiRansomware V10,㈜ 세이퍼존,2208615945,,2024-07-18,9999-12-31
GS,24-0338,BCChecker v1.0BCChecker v1.0,주식회사 아톰정보통신,4288101680,,2024-07-18,9999-12-31
GS,24-0337,루시 케이 마켓렌즈(LUCY K-MARKET LENS) 1.0LUCY K-MARKET LENS 1.0 ,주식회사 알에스엔,1288194256,,2024-07-18,9999-12-31
GS,24-0341,ES-i.2 BEMS v1.0.0ES-i.2 BEMS v1.0.0,이에스콘트롤스㈜,1108175113,,2024-07-18,9999-12-31
GS,24-0342,포토파일러 V1.0Photofiler V1.0,㈜심스글로벌,8918101059,,2024-07-18,9999-12-31
GS,24-0336,데이터 암호화를 통한 유출 방지 및 분산 저장 CCTV 시스템 v7.0.1Prime5G-S3 v7.0.1,주식회사 포딕스시스템,1138645971,,2024-07-18,9999-12-31
GS,24-0335,빅데이터 비식별화 & 정제 도구 v1.0DT_Clean v1.0,㈜데이터트리,2018646471,,2024-07-18,9999-12-31
GS,24-0343,우리바스 v2.6wooriBAS v2.6,㈜우리젠,1138190302,,2024-07-18,9999-12-31
GS,24-0344,KWorks 공유재산관리시스템 v1.0 KWorks PPMS v1.0 ,㈜지트 ,2268121678,,2024-07-18,9999-12-31
GS,24-0340,디큐메타 v3.0DQMeta v3.0,㈜엠아이티소프트,1058781629,,2024-07-18,9999-12-31
GS,24-0050A,지열원수 유량제어 시스템 V1.1,주식회사 제이앤지,4188120846,박종우,2024-07-16,9999-12-31
GS,24-0334,에이아이오티 라이트 지엑스 1.0영문명: AIoT Wright GX 1.0,스페이스뱅크㈜,2858101201,,2024-07-15,9999-12-31
GS,24-0326,피타그래프 레드 V1.0pythagraph red V1.0,주식회사 피타그래프,5348800350,,2024-07-15,9999-12-31
GS,24-0327,지비피 V1.0G.B.P V1.0,㈜가시,3028128918,,2024-07-15,9999-12-31
GS,24-0328,어도비 일러스트레이터 CC R28Adobe Illustrator CC R28,주식회사 에쓰피케이,3248701323,,2024-07-15,9999-12-31
GS,24-0329,어도비 포토샵 CC R25Adobe Photoshop CC R25,주식회사 에쓰피케이,3248701323,,2024-07-15,9999-12-31
GS,24-0330,모바일녹취관리 VRD v3.0VRD v3.0,㈜크리젠솔루션,2208732198,,2024-07-15,9999-12-31
GS,24-0331,NSRE v2.0NSRE v2.0,주식회사 줄탁동시소프트,8318702043,,2024-07-15,9999-12-31
GS,24-0332,큐빅데이터 스튜디오 v1.0QBIGData Studio v1.0,㈜데이터트리코리아,5218101859,,2024-07-15,9999-12-31
GS,24-0333,다목적 전광판 보안 운/표출 프로그램 1.0SecurityDisplay/UtilityProgram 1.0,㈜다우씨엔디테크,1058662343,,2024-07-15,9999-12-31
GS,24-0320,세이퍼존 이메일 브이10SaferZone Email V10,㈜ 세이퍼존,2208615945,,2024-07-11,9999-12-31
GS,24-0321,웹액스 디알엠 v2.0Web-X DRM v2.0,㈜디알엠인사이드,2158781829,,2024-07-11,9999-12-31
GS,24-0319,플레타에스알엠 v8.20Fleta-SRM v8.20,㈜플레타커뮤니케이션즈,1138650950,,2024-07-11,9999-12-31
GS,24-0318,사이냅 에디터 3.0.0Synap Editor 3.0.0,㈜사이냅소프트,2148664984,,2024-07-11,9999-12-31
GS,24-0314,기록관리시스템 v1.0ICMS v1.0,㈜제이앤에프커뮤니케이션,1148640076,,2024-07-11,9999-12-31
GS,24-0315,휴비즈 콘텐츠 관리 시스템 v1.0HUBIZ CMS v1.0,㈜휴비즈아이씨티,5068131922,,2024-07-11,9999-12-31
GS,24-0316,케이-키매니저 버전 1.0K-KeyManager Version 1.0,㈜영림원소프트랩,2208123474,,2024-07-11,9999-12-31
GS,24-0324,음성동보/음성사서함 시스템 v3.0IPX-ACS/VMS v3.0,솔루텍㈜,1078166622,,2024-07-11,9999-12-31
GS,24-0323,룸엑스 v1.0Loomex v1.0,카테노이드㈜,1148689540,,2024-07-11,9999-12-31
GS,24-0317,원패스 버전 2.0OnePass v2.0,라온시큐어㈜,1388116484,,2024-07-11,9999-12-31
GS,24-0322,패스티켓 v3.0PassTicket v3.0,㈜대양씨아이에스,2148726600,,2024-07-11,9999-12-31
GS,24-0325,오브젠 데이터인텔리전스 v1.0obzen DataIntelligence v1.0,오브젠주식회사,1208604696,,2024-07-11,9999-12-31
GS,24-0311,엑셈원 애플리케이션모니터링 v3.0exemONE APM v3.0,주식회사 엑셈 ,1078827157,,2024-07-08,9999-12-31
GS,24-0312,엑셈원 쿠버네티스모니터링 v3.0exemONE K8S v3.0,주식회사 엑셈 ,1078827157,,2024-07-08,9999-12-31
GS,24-0313,다중상황식별소프트웨어 v1.0HAIS v1.0,㈜하나씨엔에스,2248156297,,2024-07-08,9999-12-31
GS,24-0302,사진기록물관리솔루션 v2.0SmartArchive v2.0,㈜아이액츠,6178146405,,2024-07-08,9999-12-31
GS,24-0308,거대언어모델 캡슐 v1.0LLM Capsule v1.0,주식회사 큐빅,1338145679,,2024-07-08,9999-12-31
GS,24-0303,소규모 펌프장 계측제어 시스템 v1.0SPMS v1.0,㈜모린정보기술,2108801190,,2024-07-08,9999-12-31
GS,24-0304,세이프 가드 v1.0safe guard v1.0,비티에스 유한회사,2218801109,,2024-07-08,9999-12-31
GS,24-0305,니모닉 키퍼 v1.0Mnemonic Keeper v1.0,주식회사 에스케어,1078773969,,2024-07-08,9999-12-31
GS,24-0306,오렌지 스탠다드 에디션 v8.0Orange Standard Edition v8.0,㈜웨어밸리,2118100569,,2024-07-08,9999-12-31
GS,24-0307,넥스위즈 v2.0NEXWIZ v2.0,㈜그림소프트,5228802146,,2024-07-08,9999-12-31
GS,24-0310,엑셈원 데이터베이스모니터링 v3.0exemONE DPM v3.0,주식회사 엑셈 ,1078827157,,2024-07-08,9999-12-31
GS,24-0309,엑셈원 시스템모니터링 v3.0exemONE SMS v3.0,주식회사 엑셈 ,1078827157,,2024-07-08,9999-12-31
GS,24-0057,안전진단모니터링시스템 버전1.0 (Safety Diagnosis Monitoring System (SDMS V1.0)),(주) 이엔에스,1298124831,안병운,2024-07-05,9999-12-31
GS,24-0059,The N v5,주식회사엔클라우드,2228130743,김원헌,2024-07-05,9999-12-31
GS,24-0058,secuarcon v5.0,주식회사 수현소프트,1048643907,설봉환,2024-07-05,9999-12-31
GS,24-0060,스쿨PT V1.0,아이헤이트플라잉버그스(주),1018669359,박찬용,2024-07-05,9999-12-31
GS,24-0297,유바이오 알페타 v1.4.5.5000UBio Alpeta v1.4.5.5000,㈜유니온커뮤니티,2118691935,,2024-07-04,9999-12-31
GS,24-0291,스마트 낙 V5.5 EXSmart NAC V5.5 EX,㈜넷맨,5148154945,,2024-07-04,9999-12-31
GS,24-0292,유비스마스터 프로 V1.0UBISMaster Pro V1.0,㈜디더블유아이,1048612025,,2024-07-04,9999-12-31
GS,24-0293,이크로스 V5( eCross V5 ),㈜인젠트,1178130043,,2024-07-04,9999-12-31
GS,24-0294,쉐어플렉스 v11.3SharePlex v11.3,㈜바이텍정보통신,1208139623,,2024-07-04,9999-12-31
GS,24-0295,웹한글 기안기 V2.0Web HWP Control V2.0,㈜한글과컴퓨터,1078152230,,2024-07-04,9999-12-31
GS,24-0296,지엔 개인정보 지킴이 v1.0GN-DEID GUARD v1.0,지엔소프트㈜,3148187147,,2024-07-04,9999-12-31
GS,24-0298,안랩 엑스디알 1.0AhnLab XDR 1.0,㈜안랩,2148183536,,2024-07-04,9999-12-31
GS,24-0299,빔 백업 앤 리플리케이션 12Veeam Backup & Replication 12,주식회사 이와이씨,7128701331,,2024-07-04,9999-12-31
GS,24-0300,통합디지털 키 v1.0OneKey v1.0,㈜케이스마텍,1138639275,,2024-07-04,9999-12-31
GS,24-0301,에너지효율확장분석시스템 v1.0E3DS v1.0,㈜잇츠솔루션,5538802572,,2024-07-04,9999-12-31
GS,24-0056,YugabyteDB v2.20,YugabyteDB. Inc, ,William ,2024-06-28,9999-12-31
GS,24-0055,자동 입 퇴장 관리시스템 v.1.0,(주) 에스에프테크놀로지,1078616618,채현식,2024-06-27,9999-12-31
GS,24-0053,SMART SENSOR Monitoring System v1.0,주식회사 에이치코비 (H-KORBI Co. ,2098123540,이환석,2024-06-27,9999-12-31
GS,24-0054,WJSS-PES v1.0,웅진보안시스템(주),3128122702,노종호,2024-06-27,9999-12-31
GS,24-0281,인공지능 사서로봇 솔루션 v1.0AI Library Escort Robot Solution v1.0,㈜모션어드바이저,7618601525,,2024-06-27,9999-12-31
GS,24-0282,물관리시스템 v1.0WaterManagerSystem v1.0,㈜한일환경테크,2148743803,,2024-06-27,9999-12-31
GS,24-0283,나무소프트 All-in-One 불법주정차 단속 통합 대사 시스템 v1.0Parking Enforcement Integrated Comparison and Analysis System v1.0,나무소프트 주식회사,6078803276,,2024-06-27,9999-12-31
GS,24-0284,나무소프트 단속 정보 전송 에이전트 v1.0Enforcement Information Transmission Agent v1.0,나무소프트 주식회사,6078803276,,2024-06-27,9999-12-31
GS,24-0285,하이큐-이알피 5.0HIQ-ERP 5.0,주식회사 하이큐,3198700434,,2024-06-27,9999-12-31
GS,24-0286,포뮬라 v2.0Formula v2.0,㈜인젠트,1178130043,,2024-06-27,9999-12-31
GS,24-0287,모비딕 v1.0MOBIDIC v1.0,주식회사 모코코,8128102152,,2024-06-27,9999-12-31
GS,24-0288,이지스 포 마이에스큐엘 v1.8EZIS for MySQL v1.8,위데이터랩 주식회사,1218801115,,2024-06-27,9999-12-31
GS,24-0289,싸이크로스 시스템 슈트 v4Sycros System Suite v4,㈜싸이크로스,1208180404,,2024-06-27,9999-12-31
GS,24-0290,딥러닝 기반의 객체 흔들림 보정 장치 V1.0.0Device And Method For Correcting Object Blur Based On Deep Learning V1.0.0,주식회사 아이티아이씨앤씨,1328624055,,2024-06-27,9999-12-31
GS,24-0052,Nota-AITC v1.0,주식회사 노타,6948800138,채명수,2024-06-25,9999-12-31
GS,24-0051,크로첵 로그마스터(CROCHECK LogMaster) V3.0,(주)코아맥스테크놀로지,1058739553,남궁규정,2024-06-25,9999-12-31
GS,24-0272,나스카랩 콜키퍼 v2.15CallKeeper v2.15,주식회사 나스카랩,6748800677,,2024-06-24,9999-12-31
GS,24-0274,아르고스 라이프케어 플랫폼 v1.0Argos Lifecare Platform v1.0,㈜디케이아이테크놀로지,1288130534,,2024-06-24,9999-12-31
GS,24-0280,소이네이쳐 v1.0SoyNature v1.0,(주)소이넷,1468701058,,2024-06-24,9999-12-31
GS,24-0279,비고정값 사용자 식별/검증/인증 시스템 V1.0TSID V1.0,티에스아이디 주식회사,2188602447,,2024-06-24,9999-12-31
GS,24-0278,유비도큐메이커 v24UbiDocuMaker v24,㈜유비디시전,1208735901,,2024-06-24,9999-12-31
GS,24-0277,제이지스카다 v1.0.0JG-SCADA v1.0.0,제이지스카다,6041852192,,2024-06-24,9999-12-31
GS,24-0276,디큐마이너 6DQMiner 6,지티원 주식회사,1078703895,,2024-06-24,9999-12-31
GS,24-0273,시큐어가드 유-웍스 V1.0SecureGuard U-Works V1.0,에스지앤 주식회사,1198620755,,2024-06-24,9999-12-31
GS,24-0275,메타마이너 6MetaMiner 6,지티원 주식회사,1078703895,,2024-06-24,9999-12-31
GS,24-0265,나무 피디에프 워크플로우 v6.0Namu PDF WorkFlow v6.0,주식회사 그루기술,2148868081,,2024-06-17,9999-12-31
GS,24-0271,한컴 한글 소프트웨어 개발 키트(SDK) 브리티향(向) 버전1.0Hancom HWP SDK for Brity V1.0,㈜한글과컴퓨터,1078152230,,2024-06-17,9999-12-31
GS,24-0270,한컴 광학식 문자판독기(OCR) 소프트웨어 개발 키트(SDK) 브리티향(向) 버전1.0Hancom OCR SDK for Brity V1.0,㈜한글과컴퓨터,1078152230,,2024-06-17,9999-12-31
GS,24-0269,재난안전 태양광 열분포 원격제어 시스템 v1.01Disaster Safety Solar Remote Control System v1.01,주식회사 백현이앤에스,7228601404,,2024-06-17,9999-12-31
GS,24-0268,퀀텀레드 카메라 시스템 소프트웨어 v8.2.7QuantumRed Camera System Software v8.2.7,한화시스템㈜,5138117175,,2024-06-17,9999-12-31
GS,24-0267,IoT_Energy Management System v1.0 IoT_Energy Management System v1.0 ,아이오티플러스㈜ ,3908801841,,2024-06-17,9999-12-31
GS,24-0266,암오케이 v1.0IMOK v1.0,㈜디앤라이프,3748702405,,2024-06-17,9999-12-31
GS,24-0264,eXBuilder6 for Cloud 1.0,㈜토마토시스템,2148670792,,2024-06-17,9999-12-31
GS,24-0263,BUILDIT PLATFORM v2024,주식회사 텐일레븐,2158789758,,2024-06-17,9999-12-31
GS,24-0262,불법주정차단속솔루션 v1.0G-PARKINGpro v1.0,거광이엔티,6131961668,,2024-06-17,9999-12-31
GS,24-0261,스캔레이 엑스지 V6.0 SCAN-RAY XG V6.0 ,㈜트리니티소프트 ,1058675455,,2024-06-13,9999-12-31
GS,24-0257,에프씨-비알 V1.0FC-BR V1.0,주식회사 파수,1208606582,,2024-06-13,9999-12-31
GS,24-0260,루시 오디언스(LUCY AUDIENCE) 1.0LUCY AUDIENCE 1.0,주식회사 알에스엔,1288194256,,2024-06-13,9999-12-31
GS,24-0258,위시드 VOC 2.1Weseed VOC 2.1,주식회사 소프트자이온,1078770962,,2024-06-13,9999-12-31
GS,24-0259,에스에스브릿지 V5.0ssBridge V5.0,에스큐아이소프트㈜,1078174307,,2024-06-13,9999-12-31
GS,24-0050,지열원수 유량제어 시스템 V1.0,주식회사 제이앤지,4188120846,박종우,2024-06-13,9999-12-31
GS,24-0049,Terra Monitoring System V1.0,(주)유스콘,5868601394,유원석,2024-06-13,9999-12-31
GS,24-0048,스마트 통합 알람시스템 V1.0,주식회사 엠아이소프트,4098627665,이창주,2024-06-13,9999-12-31
GS,24-0047,WFSCAN V2.0,주식회사 지란지교데이터,7608101944,유병완,2024-06-13,9999-12-31
GS,24-0256,크리미널 아이피 씨티아이 데이터베이스 v1.0Criminal IP CTI DB v1.0,㈜에이아이스페라,8998800811,,2024-06-10,9999-12-31
GS,24-0255,크리미널 아이피 에프디에스 온프레미스 v1.0Criminal IP FDS Onpremise v1.0,㈜에이아이스페라,8998800811,,2024-06-10,9999-12-31
GS,24-0254,엠아울 1.0 MOWL 1.0 ,주식회사 엠키스코어,1188122721,,2024-06-10,9999-12-31
GS,24-0253,플로우캣 v5.0FlowKat v5.0,㈜연무기술,3148125419,,2024-06-10,9999-12-31
GS,24-0252,에이아이브레인 v1.5Artificial intelligence brain v1.5,주식회사 디케이앤트,2308103607,,2024-06-10,9999-12-31
GS,24-0251,다듬 - 바른 한글 사용 솔루션 V1.0Dadeum Hangeul check Solution V1.0,㈜플렉시스,5028801634,,2024-06-10,9999-12-31
GS,24-0249,어도비 애크로벳 프로 DC R24영문명: Adobe Acrobat Pro DC R24,주식회사 에쓰피케이,3248701323,,2024-06-10,9999-12-31
GS,24-0246,우진 지아이에스 맵 V5.0Woojin Gis Map V5.0,㈜우진지앤에스,3828700771,,2024-06-10,9999-12-31
GS,24-0247,지니고 주소 번역 시스템 v1.0Geniego Address Translation System v1.0,㈜오씨엘,1048165037,,2024-06-10,9999-12-31
GS,24-0248,엑스큐 v1.0xQueue v1.0,㈜ 소프트베이스,2148684016,,2024-06-10,9999-12-31
GS,24-0250,지에이 태양광 모니터링시스템 v1.0GA Solar Platform v1.0,주식회사 지에이,2248138829,,2024-06-10,9999-12-31
GS,24-0044,스마트 옥내누수 분석 검색 시스템 v1.0,주식회사 토이코스,7188600556,엄준석,2024-06-07,9999-12-31
GS,24-0045,Tgate V5.0,(주) 엠엘소프트 ,2208119247,이수희,2024-06-07,9999-12-31
GS,24-0046,GEOSOO v2.0,주식회사 한국제어텍,5068193821,조효환,2024-06-07,9999-12-31
GS,24-0243,PCMS-J 2.0PCMS-J 2.0,㈜펜타코드,1218188976,,2024-06-03,9999-12-31
GS,24-0240,분리망보안통제장비 v1.2KCDS-GUARD v1.2,주식회사 씨크랩,8188601398,,2024-06-03,9999-12-31
GS,24-0245,데이터쿼크 v2.0(DataQuark v2.0),주식회사 토브업,6348601131,,2024-06-03,9999-12-31
GS,24-0244,리얼차트 v1.0RealChart v1.0,㈜우리테크인터내셔날,2148859016,,2024-06-03,9999-12-31
GS,24-0242,아이즈 위넥트 v2.0AIIS WINECT v2.0,비엠텍시스템㈜,1118134231,,2024-06-03,9999-12-31
GS,24-0241,건물 디지털트윈 플랫폼 (인천대학교) v1.0Digital Twin Platforms for Building (Incheon University) v1.0,녹원정보기술주식회사,1138652735,,2024-06-03,9999-12-31
GS,24-0238,트위니 라이다 슬램 v4.0Twinny Lidar Slam v4.0,㈜트위니,8678800148,,2024-06-03,9999-12-31
GS,24-0239,시나몬 음성봇(대화형ARS) Ver 2.0CINNAMON Ver 2.0,㈜아이컴시스,2398101251,,2024-06-03,9999-12-31
GS,24-0233,올키퍼 v1.0All Keeper v1.0,㈜유클리드소프트,3148659383,,2024-05-30,9999-12-31
GS,24-0235,아이톰스 ver 3.0ITOMS ver 3.0,㈜인포플라,2548801230,,2024-05-30,9999-12-31
GS,24-0232,지엠에스 필원 v1.0GmS FillOne v1.0,주식회사 지미션,2388801373,,2024-05-30,9999-12-31
GS,24-0236,전화 스마트 레터링 시스템 V1.00UBIS-INFO PUSH V1.00,㈜유비라인,1058654519,,2024-05-30,9999-12-31
GS,24-0237,엔넷트러스트 V2.0nNetTrust V2.0,㈜앤앤에스피,2148745460,,2024-05-30,9999-12-31
GS,24-0234,알파카 ver 3.0RPACA ver 3.0,㈜인포플라,2548801230,,2024-05-30,9999-12-31
GS,24-0010,제조현장 작업자 자세 분석 결과 이미지 뷰어 소프트웨어,주식회사 글로비트,6168192018,김형수,2024-05-29,9999-12-31
GS,24-0225,영상 기반 소하천 자동 계측 프로그램 v1.0.0Automatic Small R v1.0.0,㈜시온테크닉스,4108147900,,2024-05-28,9999-12-31
GS,24-0226,지오스택 공간정보플랫폼 v1.0GeoStack v1.0,㈜시선아이티,6158192733,,2024-05-28,9999-12-31
GS,24-0231,파이어스카우트 v2.0FireScout v2.0,주식회사 알체라,6438700337,,2024-05-28,9999-12-31
GS,24-0227,샤크라 맥스 에스에이씨 v4.0Chakra Max SAC v4.0,㈜웨어밸리,2118100569,,2024-05-28,9999-12-31
GS,24-0228,지노시스 스마트 안전관리 시스템 V1.0JINOSYS Smart Safety Management System V1.0,㈜지노시스,3148631783,,2024-05-28,9999-12-31
GS,24-0229,네버스탑 오픈시프트 v1.0NeverStop OpenShift v1.0,㈜데이타커맨드,6188600616,,2024-05-28,9999-12-31
GS,24-0230,영상을 활용한 실시간 유량 계측 프로그램 v1.0.0Real-time Flow Rate Measurement Program Using Video v1.0.0,주식회사 우진이엔에스,4048142273,,2024-05-28,9999-12-31
GS,22-0010B,GEUS(Genuine Electronic Utility Solution) v1.0,(주)엔티모아,1298631768,장병권,2024-05-24,9999-12-31
GS,24-0043,Pixt AI V1.0,주식회사 스톡폴리오(Stockfolio Inc,2298801608,오연우 조기영,2024-05-24,9999-12-31
GS,24-0042,CoreBridge V2.5 for Linux,(주)지온공작소,1208746280,박경필,2024-05-24,9999-12-31
GS,24-0218,미어캣엠디엠 V1.2MeerkatMDM V1.2,㈜비욘드테크,1068185626,,2024-05-23,9999-12-31
GS,24-0216,영상분석 및 능동형 관리 솔루션 v1.0SWPro_SelecView v1.0,주식회사 송우인포텍,6138157730,,2024-05-23,9999-12-31
GS,24-0217,디지털 사이니지 키오스크 v2.0Digital Signage Kiosk v2.0,㈜리컴퍼니,3398600241,,2024-05-23,9999-12-31
GS,24-0224,클라우드 기반 창고관리시스템v1.0in_WMS_v1.0,㈜인포마인드 ,6168129849,,2024-05-23,9999-12-31
GS,24-0223,워커 가디언 v1.0Worker Guardian v1.0,㈜하이브시스템,1298142746,,2024-05-23,9999-12-31
GS,24-0219,구토지대장한글화구축프로그램 v1.0LandKCCP v1.0,㈜ 태일정보,6098181395,,2024-05-23,9999-12-31
GS,24-0222,3디에스 맥스 20243DS MAX 2024,㈜한국인프라,2298106899,,2024-05-23,9999-12-31
